Character,Line
Leela," Oh, forget it."
Bender, Whatever.
Fry, Stop being such a baby and chop my hands off.
Bender," Hey, brobot, what's you serial number?"
Farnsworth, You've gone too far this time -- all three of you!
Bender, What do I do with your old head?
Leela," Thanks for saving us, Fry."
Bender," I'll say goodbye now. There ain't not turtles where daddy's a-going. Don't tell anybody, but Nixon's about to shut all robots off and--"
Fry," Oh, I'm a scuzzball."
Zoidberg," Oh, boy!"
Leela," And live here? And be a witch like you? Yeah, alright. As long as I get to hurt people and not just dance around at the equinox."
Fry, Brunch. Right. I'd better warn-- tell-- warntell the others!
Fry," Nah, I had it coming."
Bender," Hey, a friend of mine said he mugged you today and you had superpowers."
Fry, Finally! Get ready for some serious moon action.
Fry, And I can deliver them. Billions and billions in one night.
Farnsworth," Ah, yes. It was 13 years ago next week. I used this very fork."
Bender," Fry, Fry, you're missing the dinosaurs."
Farnsworth," My hip hurts! I'm in the middle of cooking a turkey! I have warranty cards to fill out! I am not just making excuses! Alright, I'll go!"
Bender, I recently upgraded my funk card. C'mon!
Hermes, He might have to litigate.
Fry, Violent media? What a load of--
Bender," Yeah, once they try to sign that license, all hell will break look. Oy vey."
Leela," Oh, no. They're forming a human pyramid ... of robots."
Zoidberg, My doctorate is in Art History.
Leela, I think Bender may be telling the truth.
Amy," No. Technically we were Fonfon rus, so we weren't really married."
Leela," Lee-- La ... man. La Man ... Lemon! Lee Lemon, sir."
Leela, Come here.  What stinks?  Were you rolling around in New Jersey?
Fry, My ass has blisters from the slide.
Farnsworth, Beat it.
Leela, Whoop!
Zoidberg, So these three parasitic worms bore into a human's head--
Zoidberg, This is wonderful!
Fry," Hey, Leela, you know who I remember?"
Farnsworth, Ready?
Fry, What good is a wool—
Fry," Bender! Leela! Don't leave me. Wait a minute! Hey, buddy, what year is this?"
Amy, Uh-oh. The dials are terrified!
Leela," This wangs chun! After all the good we tried to do, Xmas turned out as rotten as ever."
Fry," I just wanted to do something to make you happy. I mean, I miss my family but you never even had a family."
Leela, I was just curious because of the armed guards.
Leela," Listen, buddy. By the end of the day, one of us is gonna have one eye."
Fry," Aye, aye, Captain. Yes! I've never been so excited to see poop. Well, maybe once."
Fry, Ow! Ow! Ow!
Leela, You're right. I feel terrible.
Bender, Why?
Fry, We made it! We're alive!
Fry, My hands. My horrible human hands. And what did you do to my nails?
Fry," Well, if you're going to be Earthicans, we'll have to teach you. How about your pizzeria plays a game against Planet Express? Oh, but you'll need nine players."
Zoidberg," Greetings, Francis. Sorry if I was a little hostile before, but snipping is the only reason I'm even tolerated around here. Not like you, with those magnificent squeezers!"
Amy, Alright!
Hermes," Uh, in a small way, yes. But you still don't have your own building or conference table or ... or one of those things!"
Fry," Thank you! At last, war has made me into a man."
Fry, Are you two gonna be done soon?
Zoidberg, I only wish I could have removed the stinger.
Leela, You do?
Amy," Yeah, but it's good to make them wait a little."
Hermes, My Manwich!
Fry, I 'unno. Try it on me. Ow! My sperm!
Leela, Two.
Leela," Listen up, New New York  There's a new group of superheroes in town! And we're--"
Bender, Not me.
Fry, What's in the tube?
Leela, Are you saying I'm going crazy?
Bender, Probably not.
Leela," Except for the word ""blern"" that was complete gibberish. [The blernsball falls into a hole and indescribable mayhem ensues! Fry scratches his head in confusion. Leela writes on her score card. All right! Yes!!"
Leela, Get ready!
Leela, Uh... Sure. But I'm driving. I'll just have the smallest whisky you've got.
Bender," You call that a kiss? I'll show you! C'mere, Nibbler!"
Leela, Out of a cannon into the Sun!
Fry, Adult bookstore?  I thought this was the public library.
Farnsworth," You? A woman? I'm trying to catch a monster, not find the quickest route to the mall! Let me just adjust the seat."
Zoidberg, Ooh! The new one's out!
Leela," No, actually, I did mean to offend a little. This is awful."
Bender," Never! Ha ha, I'm kidding. You guys know I have to do whatever you say."
Leela, OK. Keep an eyeout for Bender.
Fry, Hey! How come when I wanna do fun stuff that'll kill me you're against it?
Leela, I'm afraid so.
Fry, That's it. I don't see how things could get any worse.
Fry," Hey, wait! I'm having one of those things. You know, a headache with pictures?"
Zoidberg," Good morning, Mr. Vice President!"
Amy, Looks like both.
Zoidberg, Huh?
Fry, I'm on it! It's not working!
Fry, Thanks.
Leela, Really?
Fry," So, while you're on the Probulator, tell me what brings you to the future."
Hermes, It's the 7 38! Jump!
Fry, If I were in charge I wouldn't treat you like this. You're nothing but a big blowhard.
Bender," In due time, Leela. But for now I'll just resume dating cheap floozies on the side."
Fry, Beer-- I would think.
Fry, I feel like I was mauled by Jesus.
Fry, Sounds like fun. How long do I have left to live?
Bender," Now. Your basic human is between three and twenty five feet tall and is made of a hairy, oily goo wrapped in a t-shirt."
Bender, I did like the part where they screamed.
Farnsworth," That's right. Being captain is about intuition and heart. A good captain can't have either one. That's why cold, logical Bender is perfect for the job."
Leela," Bender, we didn't mind your drinking, or your kleptomania, or your pornography ring."
Zoidberg," No, it's the ceremony of Claw-Plach, where my species fight to the death over matters of honour. Also whether abbreviations count in Scrabble. They don't!"
Amy, We can't compete against that much stock footage of clouds! We're boned!
Leela, That's not really a career. More of a felony.
Fry," I'm Fry. So, uh, am I gonna drown?"
Amy, You'd better not do that at the concert.
Farnsworth, Easy. Easy. Taking her in for a landing.
Bender, I've been married to worse.
Zoidberg, Also Zoidberg!
Zoidberg, I have no idea.
Leela," Esteemed potentates of Omicron Persei 8, please accept these 20 billion candy hearts as proof that Earth loves you this much!"
Fry, How many atmospheres can this ship withstand?
Bender," Beats talkin' to you, ""Witchy Woman"". Hey, meatbag!"
Leela," Oh, my God, you look horrible, Nibbler. I think I'm going to vomit."
Fry, Game over! Phil wins! Yancy's fans are stunned! There'll be no celebration at the Yancy-dome!
Bender, Well...
Fry," Zoidberg, how could you? I used to think you were cool."
Leela, It's simple. You can download a celebrity's personality and appearance into a blank robot.
Bender, You humans are so scared of a little robot competition you won't even let us on the field.
Bender," Yeah, I'll do it when we get back."
Bender, Zubans? Those are the finest cigars in the universe. I can stink up a hole maternity ward with one of those things.
Amy, Two weeks. Fry never left your side for a minute.
Leela, There. That ought to show that stupid robot we care about him.
Leela," Enough of your mad obsession with Bender, Fry! We've got to murder that whale or die trying."
Fry, Take that! And that! This sentence I don't understand but take this one!
Leela," After 14 years of graduate school, Farnsworth settled into the glamorous life of a scientist  Fast cars, trendy nightspots, beautiful women -- the Professor designed them all working out of his tiny, one-room apartment. For 50 years he worked at Mom's Friendly Robot Company, where he created the first robot capable of qualifying for a boat loan. And even as he nears his 150th birthday, the Professor retains the fiery passion of youth."
Farnsworth, No.
Zoidberg, Did you see me escaping? I was all like--
Bender, Ultimate Robot Fighting? Sounds pleasant! I'll do it.
Fry, Blast-off!
Amy, Guh! It's Mom. The world's most huggable industrialist.
Fry," If anyone wants to tell me what's going on here, I'll be in the lounge."
Bender," Ma'am, I have a late entry  My hard-shelled wooping terrier, Mr. Zoidberg."
Fry," Well done, people! We had a great first week. We got 90% of world leaders, everyone who bought a Hanes undershirt, and this year's most promising new R&B group, give it up for the Grammy-nominated Funkalistics!"
Leela, I just couldn't stand to have you to think I was ashamed of you.
Fry," Oh, well, I'm sure that's enough."
Farnsworth, Holy Zombie Jesus!
Leela," Well, actually--"
Amy, I feel a little better.
Leela," Look, I know there are no car chases but this is important. One of these two men will become president of the world."
Amy, It's always a line with you!
Fry," Leela, wait. You're making a mistake. You have no idea what's really going on."
Fry," Just as a pillow, a wig and a corncob pipe can be used to recreate my old girlfriend!"
Leela," Well, Fry's opera premiere's tomorrow night. I'm off to find a pair of formal gloves that'll fit over my enormous forearms."
Amy," Shmeesh! It's just 300 bucks. What is that, like a hundred cups of coffee?"
Amy, Too much eyeliner!
Fry," Yes, you did."
Fry, I'm rollin' up the corporate ramp.
Farnsworth, Huzzah!  The purity chant worked!
Amy, Kif! Jump!
Fry, You know what else stinks about being a slave? The hours.
Bender, Maybe you're forgetting just how rich you are. Huh? Huh?
Zoidberg," Oh, no!"
Hermes, It's an important unit.
Zoidberg," The gymnasium? Excellent, excellent. For some reason I'm frisky as a squid on Tuesday."
Fry, What are you doing? You totally ripped off my routine.
Bender," Too true, Femputer. You're so wise. Kill 'em all, I say. Good riddance! Did I mention I'm not a man? I'm a manbot. It's an understandable mistake. You can let me down now, thanks."
Leela," I'm cracking up. In my dreams I'm happy because Fry is alive. But when I'm awake, my mind plays tricks on me."
Bender, A were-car?
Farnsworth, Sup? Kids ready?
Leela," Uh, I guess to sit here and wait for death."
Bender, No shklit?
Amy, Quit it!
Leela, It does seem like Jamaica will be able to field a strong limbo team without you.
Zoidberg," Look, Cubert. The neck on this one. I bet he spent a fortune on ties! What, too soon?"
Farnsworth," Good news, everyone. I've taught the toaster to feel love. And Hermes returns from his vacation today."
Fry, Wow! The jungles on Mars look just like the jungles on Earth.
Zoidberg," Oh, yeah."
Leela," You mean ""keep your eye on the ball""?"
Farnsworth," Sold your body? Oh, Bender, I've been down that road. I know it's glamorous and the parties are great but you'll end up spending every dollar you make on jewellery and skintight pants."
